fips,policy_num,state,abbrev,stateno1,year_adopted,state_pol_id,year,adopt_policy,fem_dem,religadhrate,norrander_legality,initdif,uni_dem_leg,time,time2,nbrspct,webster,state_policy,dem_gov,rescaledmedincome,rescaledpopsize,policy_name
40,18,Oklahoma,OK,36,2001.0,1525,1992,0.0,0.077,0.6770771,2.68,4,1,18,324,0.5,1,1313,1,2.5284,0.32065988,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1992,0.0,0.092,0.6475368,2.68,0,1,18,324,0.5,1,1572,1,2.7953,1.7759572,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1992,0.0,0.061,0.80389583,2.73,4,0,18,324,0.33333334,1,1609,0,3.4251,0.18249138,Parental Consent
16,18,Idaho,ID,12,2000.0,493,1993,0.0,0.115,0.5136331,2.61,5,0,19,361,0.33333334,1,425,1,3.101,0.109291025,Parental Consent
37,18,North_Carolina,NC,33,1995.0,1396,1993,0.0,0.123,0.5981625,2.69,0,1,19,361,0.5,1,1202,1,2.882,0.705484,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,1993,0.0,0.072,0.6814505,2.68,4,1,19,361,0.5,1,1313,1,2.626,0.32371056,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1993,0.0,0.096,0.6505683,2.68,0,1,19,361,0.5,1,1572,1,2.8727,1.8146104,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1993,0.0,0.044,0.80705774,2.73,4,0,19,361,0.33333334,1,1609,0,3.5786,0.18759458,Parental Consent
16,18,Idaho,ID,12,2000.0,493,1994,0.0,0.087,0.516836,2.61,5,0,20,400,0.33333334,1,425,1,3.1536,0.11216306,Parental Consent
37,18,North_Carolina,NC,33,1995.0,1396,1994,0.0,0.059,0.59751266,2.69,0,1,20,400,0.5,1,1202,1,3.0114,0.71969074,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,1994,0.0,0.082,0.68582386,2.68,4,1,20,400,0.5,1,1313,1,2.6991,0.32676125,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1994,0.0,0.092,0.6535998,2.68,0,1,20,400,0.5,1,1572,1,3.0755,1.8532634,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1994,0.0,0.044,0.81021965,2.73,4,0,20,400,0.33333334,1,1609,0,3.5716,0.19269776,Parental Consent
16,18,Idaho,ID,12,2000.0,493,1995,0.0,0.087,0.52003884,2.61,5,0,21,441,0.33333334,1,425,0,3.2676,0.1150351,Parental Consent
37,18,North_Carolina,NC,33,1995.0,1396,1995,1.0,0.059,0.5968629,2.69,0,0,21,441,0.5,1,1202,1,3.1979,0.7338975,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,1995,0.0,0.082,0.6901972,2.68,4,1,21,441,0.5,1,1313,0,2.6311,0.32981196,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1995,0.0,0.092,0.65663135,2.68,0,1,21,441,0.5,1,1572,0,3.2039,1.8919164,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1995,0.0,0.044,0.8133815,2.73,4,0,21,441,0.33333334,1,1609,0,3.648,0.19780095,Parental Consent
16,18,Idaho,ID,12,2000.0,493,1996,0.0,0.07,0.52324176,2.61,5,0,22,484,0.33333334,1,425,0,3.4709,0.11790714,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,1996,0.0,0.077,0.6945706,2.68,4,1,22,484,0.5,1,1313,0,2.7437,0.33286265,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1996,0.0,0.086,0.65966284,2.68,0,1,22,484,0.5,1,1572,0,3.3072,1.9305696,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1996,0.0,0.051,0.8165434,2.73,4,0,22,484,0.33333334,1,1609,0,3.7038,0.20290413,Parental Consent
16,18,Idaho,ID,12,2000.0,493,1997,0.0,0.052,0.5264447,2.61,5,0,23,529,0.33333334,1,425,0,3.3404,0.12077917,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,1997,0.0,0.071,0.698944,2.68,4,1,23,529,0.5,1,1313,0,3.1351,0.33591333,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1997,0.0,0.079,0.66269433,2.68,0,0,23,529,0.5,1,1572,0,3.5075,1.9692228,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1997,0.0,0.057,0.8197053,2.73,4,0,23,529,0.33333334,1,1609,0,4.2775,0.20800732,Parental Consent
16,18,Idaho,ID,12,2000.0,493,1998,0.0,0.052,0.5296476,2.61,5,0,24,576,0.33333334,1,425,0,3.668,0.12365122,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,1998,0.0,0.071,0.70331734,2.68,4,1,24,576,0.5,1,1313,0,3.3727,0.33896402,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1998,0.0,0.079,0.6657258,2.68,0,0,24,576,0.5,1,1572,0,3.5783,2.0078757,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1998,0.0,0.057,0.8228672,2.73,4,0,24,576,0.33333334,1,1609,0,4.4299,0.21311052,Parental Consent
16,18,Idaho,ID,12,2000.0,493,1999,0.0,0.058,0.5328505,2.61,5,0,25,625,0.33333334,1,425,0,3.58,0.12652326,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,1999,0.0,0.066,0.7076907,2.68,4,1,25,625,0.5,1,1313,0,3.2683,0.3420147,Parental Consent
48,18,Texas,TX,43,2005.0,1826,1999,0.0,0.086,0.6687574,2.68,0,0,25,625,0.5,1,1572,0,3.8688,2.0465288,Parental Consent
49,18,Utah,UT,44,2006.0,1869,1999,0.0,0.105,0.8260291,2.73,4,0,25,625,0.33333334,1,1609,0,4.605,0.2182137,Parental Consent
16,18,Idaho,ID,12,2000.0,493,2000,1.0,0.064,0.5360534,2.61,5,0,26,676,0.33333334,1,425,0,3.7611,0.1293953,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,2000,0.0,0.066,0.7120641,2.68,4,1,26,676,0.5,1,1313,0,3.2432,0.3450654,Parental Consent
48,18,Texas,TX,43,2005.0,1826,2000,0.0,0.086,0.6717889,2.68,0,0,26,676,0.5,1,1572,0,3.8609,2.085182,Parental Consent
49,18,Utah,UT,44,2006.0,1869,2000,0.0,0.105,0.82919097,2.73,4,0,26,676,0.5,1,1609,0,4.755,0.2233169,Parental Consent
40,18,Oklahoma,OK,36,2001.0,1525,2001,1.0,0.051,0.7002067,2.68,4,1,27,729,0.5,1,1313,0,3.5609,0.3468879,Parental Consent
48,18,Texas,TX,43,2005.0,1826,2001,0.0,0.086,0.6602639,2.68,0,0,27,729,0.75,1,1572,0,4.086,2.126137,Parental Consent
49,18,Utah,UT,44,2006.0,1869,2001,0.0,0.129,0.82537776,2.73,4,0,27,729,0.5,1,1609,0,4.7342,0.22721365,Parental Consent
48,18,Texas,TX,43,2005.0,1826,2002,0.0,0.086,0.64873886,2.68,0,0,28,784,0.75,1,1572,0,4.0149,2.167092,Parental Consent
49,18,Utah,UT,44,2006.0,1869,2002,0.0,0.129,0.82156456,2.73,4,0,28,784,0.5,1,1609,0,4.7861,0.2311104,Parental Consent
48,18,Texas,TX,43,2005.0,1826,2003,0.0,0.069,0.6372139,2.68,0,0,29,841,0.75,1,1572,0,3.9271,2.2080472,Parental Consent
49,18,Utah,UT,44,2006.0,1869,2003,0.0,0.098,0.81775135,2.73,4,0,29,841,0.5,1,1609,0,4.9275,0.23500715,Parental Consent
48,18,Texas,TX,43,2005.0,1826,2004,0.0,0.069,0.62568885,2.68,0,0,30,900,0.75,1,1572,0,4.1397,2.2490022,Parental Consent
49,18,Utah,UT,44,2006.0,1869,2004,0.0,0.098,0.81393814,2.73,4,0,30,900,0.5,1,1609,0,5.0871,0.2389039,Parental Consent
48,18,Texas,TX,43,2005.0,1826,2005,1.0,0.079,0.6141639,2.68,0,0,31,961,0.75,1,1572,0,4.1422,2.2999012,Parental Consent
49,18,Utah,UT,44,2006.0,1869,2005,0.0,0.081,0.81012493,2.73,4,0,31,961,0.5,1,1609,0,5.4813,0.24695195,Parental Consent
49,18,Utah,UT,44,2006.0,1869,2006,1.0,0.088,0.8063117,2.73,4,0,32,1024,0.5,1,1609,0,5.4628,0.255,Parental Consent
1,19,Alabama,AL,1,1990.0,22,1973,0.0,0.007,0.506701,2.8,0,1,0,0,0.0,0,19,1,0.9319,0.35782155,Informed Consent / Counseling
2,19,Alaska,AK,2,1988.0,65,1973,0.0,0.15,0.35031253,2.37,2,0,0,0,0.0,0,56,1,1.7256,0.03315211,Informed Consent / Counseling
4,19,Arizona,AZ,3,2009.0,108,1973,0.0,0.2,0.45087716,2.28,4,0,0,0,0.2,0,93,0,1.1499,0.20561373,Informed Consent / Counseling
5,19,Arkansas,AR,4,2001.0,151,1973,0.0,0.022,0.4824055,2.93,5,1,0,0,0.0,0,130,1,0.8099,0.20318066,Informed Consent / Counseling
6,19,California,CA,5,1991.0,194,1973,0.0,0.025,0.33820236,2.24,6,0,0,0,0.0,0,167,0,1.2878,2.1067894,Informed Consent / Counseling
9,19,Connecticut,CT,7,1992.0,280,1973,0.0,0.139,0.599655,2.36,0,0,0,0,0.0,0,241,0,1.4557,0.3054652,Informed Consent / Counseling
10,19,Delaware,DE,8,1979.0,323,1973,0.0,0.161,0.42341816,2.39,0,0,0,0,0.0,0,278,1,1.2724,0.056247283,Informed Consent / Counseling
12,19,Florida,FL,9,1991.0,366,1973,0.0,0.081,0.4041395,2.57,3,1,0,0,0.0,0,315,1,1.1454,0.767431,Informed Consent / Counseling
13,19,Georgia,GA,10,2005.0,409,1973,0.0,0.042,0.46418348,2.83,0,1,0,0,0.0,0,352,1,1.0171,0.48519024,Informed Consent / Counseling
16,19,Idaho,ID,12,1973.0,495,1973,1.0,0.084,0.5251955,2.61,5,0,0,0,0.16666667,0,426,1,1.4594,0.07826056,Informed Consent / Counseling
17,19,Illinois,IL,13,1992.0,538,1973,0.0,0.079,0.5518264,2.54,3,0,0,0,0.0,0,463,1,1.0603,1.1205482,Informed Consent / Counseling
18,19,Indiana,IN,14,1988.0,581,1973,0.0,0.06,0.44656852,2.73,0,0,0,0,0.0,0,500,0,1.3552,0.5282869,Informed Consent / Counseling
20,19,Kansas,KS,16,1990.0,667,1973,0.0,0.055,0.5294888,2.83,0,0,0,0,0.0,0,574,1,1.1448,0.22832498,Informed Consent / Counseling
21,19,Kentucky,KY,17,1991.0,710,1973,0.0,0.036,0.5462063,3.27,0,1,0,0,0.0,0,611,1,1.1092,0.33518177,Informed Consent / Counseling
22,19,Louisiana,LA,18,1991.0,753,1973,0.0,0.014,0.59092873,3.02,0,1,0,0,0.0,0,648,1,0.9508,0.3811126,Informed Consent / Counseling
23,19,Maine,ME,19,1990.0,796,1973,0.0,0.129,0.4369114,2.4,3,0,0,0,0.0,0,685,1,1.0014,0.10330641,Informed Consent / Counseling
24,19,Maryland,MD,20,1989.0,839,1973,0.0,0.101,0.41999134,2.59,0,1,0,0,0.0,0,722,1,0.9915,0.40104792,Informed Consent / Counseling
25,19,Massachusetts,MA,21,1991.0,882,1973,0.0,0.08,0.63607424,2.39,4,1,0,0,0.0,0,759,0,1.4173,0.5703519,Informed Consent / Counseling
26,19,Michigan,MI,22,1993.0,925,1973,0.0,0.061,0.44906527,2.7,5,0,0,0,0.0,0,796,0,1.2768,0.8990258,Informed Consent / Counseling
27,19,Minnesota,MN,23,1993.0,968,1973,0.0,0.04,0.6594182,2.71,0,1,0,0,0.0,0,833,1,1.3687,0.3886648,Informed Consent / Counseling
28,19,Mississippi,MS,24,1992.0,1011,1973,0.0,0.034,0.52267396,3.15,2,1,0,0,0.0,0,870,1,1.2356,0.23078385,Informed Consent / Counseling
29,19,Missouri,MO,25,1991.0,1054,1973,0.0,0.061,0.5187083,2.78,4,1,0,0,0.0,0,907,0,0.7971,0.47492796,Informed Consent / Counseling
30,19,Montana,MT,26,1992.0,1097,1973,0.0,0.093,0.45916727,2.51,4,1,0,0,0.25,0,944,1,1.0836,0.072218634,Informed Consent / Counseling
31,19,Nebraska,NE,27,1989.0,1140,1973,0.0,0.02,0.61247903,2.72,3,0,0,0,0.0,0,981,1,1.063,0.12783538,Informed Consent / Counseling
32,19,Nevada,NV,28,1981.0,1183,1973,0.0,0.111,0.35195327,2.24,3,1,0,0,0.4,0,1018,1,1.0826,0.081311665,Informed Consent / Counseling
37,19,North_Carolina,NC,33,2011.0,1398,1973,0.0,0.088,0.51706016,2.69,0,1,0,0,0.0,0,1203,0,1.222,0.5319641,Informed Consent / Counseling
38,19,North_Dakota,ND,34,1991.0,1441,1973,0.0,0.105,0.7581433,2.95,6,0,0,0,0.0,0,1240,1,1.0007,0.06286327,Informed Consent / Counseling
39,19,Ohio,OH,35,1991.0,1484,1973,0.0,0.061,0.48000467,2.78,5,0,0,0,0.0,0,1277,1,1.0263,1.0695512,Informed Consent / Counseling
40,19,Oklahoma,OK,36,2005.0,1527,1973,0.0,0.04,0.55969214,2.68,4,1,0,0,0.0,0,1314,1,1.2669,0.2699277,Informed Consent / Counseling
42,19,Pennsylvania,PA,38,1991.0,1613,1973,0.0,0.036,0.5972695,2.85,0,0,0,0,0.0,0,1388,1,1.169,1.1815836,Informed Consent / Counseling
44,19,Rhode_Island,RI,39,1982.0,1656,1973,0.0,0.06,0.7536765,2.35,0,1,0,0,0.0,0,1425,1,1.1881,0.09492061,Informed Consent / Counseling
45,19,South_Carolina,SC,40,1993.0,1699,1973,0.0,0.041,0.52089393,2.8,0,1,0,0,0.0,0,1462,1,1.1609,0.27490613,Informed Consent / Counseling
46,19,South_Dakota,SD,41,1980.0,1742,1973,0.0,0.105,0.6850878,2.89,5,1,0,0,0.0,0,1499,1,0.9985,0.06733799,Informed Consent / Counseling
47,19,Tennessee,TN,42,1991.0,1785,1973,0.0,0.038,0.5134816,2.85,0,1,0,0,0.0,0,1536,0,0.9132,0.41242146,Informed Consent / Counseling
48,19,Texas,TX,43,2003.0,1828,1973,0.0,0.044,0.5575951,2.68,0,1,0,0,0.0,0,1573,1,0.9635,1.2106111,Informed Consent / Counseling
49,19,Utah,UT,44,1973.0,1871,1973,1.0,0.077,0.8106294,2.73,4,0,0,0,0.16666667,0,1610,1,1.1206,0.11797911,Informed Consent / Counseling
50,19,Vermont,VT,45,2013.0,1914,1973,0.0,0.122,0.5081751,2.3,0,0,0,0,0.0,0,1647,1,1.2158,0.04649124,Informed Consent / Counseling
51,19,Virginia,VA,46,1975.0,1957,1973,0.0,0.043,0.42824742,2.73,0,1,0,0,0.0,0,1684,0,1.0693,0.4857746,Informed Consent / Counseling
54,19,West_Virginia,WV,48,2004.0,2043,1973,0.0,0.067,0.4025134,3.14,0,1,0,0,0.0,0,1758,0,1.2822,0.18059659,Informed Consent / Counseling
55,19,Wisconsin,WI,49,1985.0,2086,1973,0.0,0.076,0.66471356,2.83,0,0,0,0,0.0,0,1795,1,0.9718,0.4504353,Informed Consent / Counseling
1,19,Alabama,AL,1,1990.0,22,1974,0.0,0.007,0.516318,2.8,0,1,1,1,0.0,0,19,1,1.0044,0.3622899,Informed Consent / Counseling
2,19,Alaska,AK,2,1988.0,65,1974,0.0,0.15,0.34362724,2.37,2,0,1,1,0.0,0,56,1,1.8616,0.03413038,Informed Consent / Counseling
4,19,Arizona,AZ,3,2009.0,108,1974,0.0,0.2,0.44312054,2.28,4,0,1,1,0.2,0,93,0,1.2324,0.21506892,Informed Consent / Counseling
5,19,Arkansas,AR,4,2001.0,151,1974,0.0,0.022,0.49061626,2.93,5,1,1,1,0.0,0,130,1,0.8785,0.2067977,Informed Consent / Counseling
6,19,California,CA,5,1991.0,194,1974,0.0,0.025,0.33912805,2.24,6,0,1,1,0.0,0,167,0,1.3773,2.143948,Informed Consent / Counseling
9,19,Connecticut,CT,7,1992.0,280,1974,0.0,0.139,0.60193855,2.36,0,0,1,1,0.0,0,241,0,1.5477,0.30621302,Informed Consent / Counseling
10,19,Delaware,DE,8,1979.0,323,1974,0.0,0.161,0.4205046,2.39,0,0,1,1,0.0,0,278,1,1.3578,0.056726236,Informed Consent / Counseling
12,19,Florida,FL,9,1991.0,366,1974,0.0,0.081,0.4014278,2.57,3,1,1,1,0.0,0,315,1,1.2247,0.7969266,Informed Consent / Counseling
13,19,Georgia,GA,10,2005.0,409,1974,0.0,0.042,0.46507782,2.83,0,1,1,1,0.0,0,352,1,1.0922,0.4939345,Informed Consent / Counseling
17,19,Illinois,IL,13,1992.0,538,1974,0.0,0.079,0.55172515,2.54,3,0,1,1,0.0,0,463,1,1.1384,1.1235986,Informed Consent / Counseling
18,19,Indiana,IN,14,1988.0,581,1974,0.0,0.06,0.44674784,2.73,0,0,1,1,0.0,0,500,0,1.4514,0.53126013,Informed Consent / Counseling
20,19,Kansas,KS,16,1990.0,667,1974,0.0,0.055,0.5301915,2.83,0,0,1,1,0.0,0,574,1,1.234,0.22946425,Informed Consent / Counseling
21,19,Kentucky,KY,17,1991.0,710,1974,0.0,0.036,0.5455543,3.27,0,1,1,1,0.0,0,611,1,1.197,0.33959866,Informed Consent / Counseling
22,19,Louisiana,LA,18,1991.0,753,1974,0.0,0.014,0.588472,3.02,0,1,1,1,0.0,0,648,1,1.0251,0.3867108,Informed Consent / Counseling
23,19,Maine,ME,19,1990.0,796,1974,0.0,0.129,0.43309543,2.4,3,0,1,1,0.0,0,685,1,1.0883,0.10461978,Informed Consent / Counseling
24,19,Maryland,MD,20,1989.0,839,1974,0.0,0.101,0.4174457,2.59,0,1,1,1,0.0,0,722,1,1.0566,0.40398395,Informed Consent / Counseling
25,19,Massachusetts,MA,21,1991.0,882,1974,0.0,0.08,0.63757,2.39,4,1,1,1,0.0,0,759,0,1.5191,0.5708302,Informed Consent / Counseling
26,19,Michigan,MI,22,1993.0,925,1974,0.0,0.061,0.44588238,2.7,5,0,1,1,0.0,0,796,0,1.3569,0.902865,Informed Consent / Counseling
27,19,Minnesota,MN,23,1993.0,968,1974,0.0,0.04,0.6582053,2.71,0,1,1,1,0.0,0,833,1,1.461,0.39138415,Informed Consent / Counseling
28,19,Mississippi,MS,24,1992.0,1011,1974,0.0,0.034,0.52663547,3.15,2,1,1,1,0.0,0,870,1,1.3257,0.23381473,Informed Consent / Counseling
29,19,Missouri,MO,25,1991.0,1054,1974,0.0,0.061,0.52115214,2.78,4,1,1,1,0.0,0,907,0,0.8659,0.47732395,Informed Consent / Counseling
30,19,Montana,MT,26,1992.0,1097,1974,0.0,0.093,0.45682085,2.51,4,1,1,1,0.25,0,944,1,1.1627,0.07314454,Informed Consent / Counseling
31,19,Nebraska,NE,27,1989.0,1140,1974,0.0,0.02,0.61528355,2.72,3,0,1,1,0.0,0,981,1,1.1428,0.12098746,Informed Consent / Counseling
32,19,Nevada,NV,28,1981.0,1183,1974,0.0,0.111,0.3433951,2.24,3,1,1,1,0.4,0,1018,1,1.1676,0.09212428,Informed Consent / Counseling
37,19,North_Carolina,NC,33,2011.0,1398,1974,0.0,0.088,0.52027994,2.69,0,1,1,1,0.0,0,1203,0,1.2958,0.53988355,Informed Consent / Counseling
38,19,North_Dakota,ND,34,1991.0,1441,1974,0.0,0.105,0.75545585,2.95,6,0,1,1,0.0,0,1240,1,1.0753,0.063225664,Informed Consent / Counseling
39,19,Ohio,OH,35,1991.0,1484,1974,0.0,0.061,0.4821654,2.78,5,0,1,1,0.0,0,1277,1,1.1101,1.071001,Informed Consent / Counseling
40,19,Oklahoma,OK,36,2005.0,1527,1974,0.0,0.04,0.5625651,2.68,4,1,1,1,0.0,0,1314,1,1.3517,0.27459517,Informed Consent / Counseling
42,19,Pennsylvania,PA,38,1991.0,1613,1974,0.0,0.036,0.5990262,2.85,0,0,1,1,0.0,0,1388,1,1.2538,1.1823145,Informed Consent / Counseling
44,19,Rhode_Island,RI,39,1982.0,1656,1974,0.0,0.06,0.7539361,2.35,0,1,1,1,0.0,0,1425,1,1.2714,0.09490338,Informed Consent / Counseling
45,19,South_Carolina,SC,40,1993.0,1699,1974,0.0,0.041,0.5199373,2.8,0,1,1,1,0.0,0,1462,1,1.2357,0.28019094,Informed Consent / Counseling
46,19,South_Dakota,SD,41,1980.0,1742,1974,0.0,0.105,0.6828212,2.89,5,1,1,1,0.0,0,1499,1,1.0773,0.06757542,Informed Consent / Counseling
47,19,Tennessee,TN,42,1991.0,1785,1974,0.0,0.038,0.5176801,2.85,0,1,1,1,0.0,0,1536,0,0.9803,0.41908985,Informed Consent / Counseling
48,19,Texas,TX,43,2003.0,1828,1974,0.0,0.044,0.5560674,2.68,0,1,1,1,0.0,0,1573,1,1.0387,1.2409238,Informed Consent / Counseling
50,19,Vermont,VT,45,2013.0,1914,1974,0.0,0.122,0.5039353,2.3,0,0,1,1,0.0,0,1647,1,1.3077,0.04716392,Informed Consent / Counseling
51,19,Virginia,VA,46,1975.0,1957,1974,0.0,0.043,0.42672855,2.73,0,1,1,1,0.0,0,1684,0,1.1376,0.49274966,Informed Consent / Counseling
54,19,West_Virginia,WV,48,2004.0,2043,1974,0.0,0.067,0.40172982,3.14,0,1,1,1,0.0,0,1758,0,1.3746,0.18265423,Informed Consent / Counseling
55,19,Wisconsin,WI,49,1985.0,2086,1974,0.0,0.076,0.6619881,2.83,0,0,1,1,0.0,0,1795,1,1.0526,0.453316,Informed Consent / Counseling
1,19,Alabama,AL,1,1990.0,22,1975,0.0,0.007,0.525935,2.8,0,1,2,4,0.0,0,19,1,1.0769,0.36675826,Informed Consent / Counseling
2,19,Alaska,AK,2,1988.0,65,1975,0.0,0.15,0.33694196,2.37,2,1,2,4,0.0,0,56,0,1.9975,0.03510865,Informed Consent / Counseling
4,19,Arizona,AZ,3,2009.0,108,1975,0.0,0.2,0.43536392,2.28,4,0,2,4,0.2,0,93,1,1.3148,0.2245241,Informed Consent / Counseling
5,19,Arkansas,AR,4,2001.0,151,1975,0.0,0.022,0.498827,2.93,5,1,2,4,0.0,0,130,1,0.9471,0.21041475,Informed Consent / Counseling
6,19,California,CA,5,1991.0,194,1975,0.0,0.025,0.34005377,2.24,6,1,2,4,0.0,0,167,1,1.4667,2.1811068,Informed Consent / Counseling
9,19,Connecticut,CT,7,1992.0,280,1975,0.0,0.139,0.6042221,2.36,0,1,2,4,0.0,0,241,1,1.6397,0.30696085,Informed Consent / Counseling
10,19,Delaware,DE,8,1979.0,323,1975,0.0,0.161,0.41759104,2.39,0,1,2,4,0.0,0,278,1,1.4431,0.0572052,Informed Consent / Counseling
12,19,Florida,FL,9,1991.0,366,1975,0.0,0.081,0.39871615,2.57,3,1,2,4,0.0,0,315,1,1.304,0.82642215,Informed Consent / Counseling
13,19,Georgia,GA,10,2005.0,409,1975,0.0,0.042,0.46597216,2.83,0,1,2,4,0.0,0,352,1,1.1672,0.50267875,Informed Consent / Counseling
17,19,Illinois,IL,13,1992.0,538,1975,0.0,0.079,0.5516239,2.54,3,1,2,4,0.0,0,463,1,1.2164,1.1266488,Informed Consent / Counseling
18,19,Indiana,IN,14,1988.0,581,1975,0.0,0.06,0.44692716,2.73,0,0,2,4,0.0,0,500,0,1.5475,0.53423345,Informed Consent / Counseling
20,19,Kansas,KS,16,1990.0,667,1975,0.0,0.055,0.53089416,2.83,0,0,2,4,0.0,0,574,0,1.3231,0.23060355,Informed Consent / Counseling
21,19,Kentucky,KY,17,1991.0,710,1975,0.0,0.036,0.5449022,3.27,0,1,2,4,0.125,0,611,1,1.2848,0.34401554,Informed Consent / Counseling
22,19,Louisiana,LA,18,1991.0,753,1975,0.0,0.014,0.58601534,3.02,0,1,2,4,0.0,0,648,1,1.0994,0.392309,Informed Consent / Counseling
23,19,Maine,ME,19,1990.0,796,1975,0.0,0.129,0.42927945,2.4,3,0,2,4,0.0,0,685,0,1.1751,0.10593315,Informed Consent / Counseling
24,19,Maryland,MD,20,1989.0,839,1975,0.0,0.101,0.41490003,2.59,0,1,2,4,0.2,0,722,1,1.1216,0.40691996,Informed Consent / Counseling
25,19,Massachusetts,MA,21,1991.0,882,1975,0.0,0.08,0.6390658,2.39,4,1,2,4,0.0,0,759,1,1.6209,0.5713085,Informed Consent / Counseling
26,19,Michigan,MI,22,1993.0,925,1975,0.0,0.061,0.4426995,2.7,5,1,2,4,0.0,0,796,0,1.437,0.9067042,Informed Consent / Counseling
27,19,Minnesota,MN,23,1993.0,968,1975,0.0,0.04,0.6569923,2.71,0,1,2,4,0.0,0,833,1,1.5533,0.39410344,Informed Consent / Counseling
28,19,Mississippi,MS,24,1992.0,1011,1975,0.0,0.034,0.53059703,3.15,2,1,2,4,0.0,0,870,1,1.4158,0.2368456,Informed Consent / Counseling
29,19,Missouri,MO,25,1991.0,1054,1975,0.0,0.061,0.523596,2.78,4,1,2,4,0.0,0,907,0,0.9346,0.47971994,Informed Consent / Counseling
30,19,Montana,MT,26,1992.0,1097,1975,0.0,0.093,0.45447445,2.51,4,1,2,4,0.25,0,944,1,1.2417,0.07407045,Informed Consent / Counseling
31,19,Nebraska,NE,27,1989.0,1140,1975,0.0,0.02,0.61808807,2.72,3,0,2,4,0.0,0,981,1,1.2226,0.11413955,Informed Consent / Counseling
32,19,Nevada,NV,28,1981.0,1183,1975,0.0,0.111,0.334837,2.24,3,1,2,4,0.4,0,1018,1,1.2525,0.1029369,Informed Consent / Counseling
37,19,North_Carolina,NC,33,2011.0,1398,1975,0.0,0.088,0.5234997,2.69,0,1,2,4,0.25,0,1203,0,1.3695,0.5478029,Informed Consent / Counseling
38,19,North_Dakota,ND,34,1991.0,1441,1975,0.0,0.105,0.7527684,2.95,6,0,2,4,0.0,0,1240,1,1.1499,0.06358805,Informed Consent / Counseling
39,19,Ohio,OH,35,1991.0,1484,1975,0.0,0.061,0.4843261,2.78,5,1,2,4,0.0,0,1277,0,1.1939,1.0724508,Informed Consent / Counseling
40,19,Oklahoma,OK,36,2005.0,1527,1975,0.0,0.04,0.565438,2.68,4,1,2,4,0.0,0,1314,1,1.4364,0.27926266,Informed Consent / Counseling
42,19,Pennsylvania,PA,38,1991.0,1613,1975,0.0,0.036,0.60078293,2.85,0,1,2,4,0.0,0,1388,1,1.3386,1.1830454,Informed Consent / Counseling
44,19,Rhode_Island,RI,39,1982.0,1656,1975,0.0,0.06,0.75419575,2.35,0,1,2,4,0.0,0,1425,1,1.3547,0.09488615,Informed Consent / Counseling
45,19,South_Carolina,SC,40,1993.0,1699,1975,0.0,0.041,0.51898056,2.8,0,1,2,4,0.0,0,1462,0,1.3105,0.2854758,Informed Consent / Counseling
46,19,South_Dakota,SD,41,1980.0,1742,1975,0.0,0.105,0.6805547,2.89,5,0,2,4,0.0,0,1499,1,1.1561,0.06781285,Informed Consent / Counseling
47,19,Tennessee,TN,42,1991.0,1785,1975,0.0,0.038,0.52187866,2.85,0,1,2,4,0.125,0,1536,1,1.0474,0.4257582,Informed Consent / Counseling
48,19,Texas,TX,43,2003.0,1828,1975,0.0,0.044,0.5545398,2.68,0,1,2,4,0.0,0,1573,1,1.1138,1.2712365,Informed Consent / Counseling
50,19,Vermont,VT,45,2013.0,1914,1975,0.0,0.122,0.49969554,2.3,0,0,2,4,0.0,0,1647,1,1.3995,0.0478366,Informed Consent / Counseling
51,19,Virginia,VA,46,1975.0,1957,1975,1.0,0.043,0.42520967,2.73,0,1,2,4,0.0,0,1684,0,1.2058,0.4997247,Informed Consent / Counseling
54,19,West_Virginia,WV,48,2004.0,2043,1975,0.0,0.067,0.40094626,3.14,0,1,2,4,0.2,0,1758,0,1.467,0.18471184,Informed Consent / Counseling
55,19,Wisconsin,WI,49,1985.0,2086,1975,0.0,0.076,0.6592626,2.83,0,1,2,4,0.0,0,1795,1,1.1333,0.45619664,Informed Consent / Counseling
1,19,Alabama,AL,1,1990.0,22,1976,0.0,0.014,0.535552,2.8,0,1,3,9,0.0,0,19,1,1.1494,0.3712266,Informed Consent / Counseling
